age,salary,monthly_expenses,savings,debt,dependents,investment_horizon,risk_score,savings_rate,emergency_fund_months,debt_to_income,profile
61,162326,11547.2,274265,24116,3,6,1,0.146,23.75,0.149,Conservative
53,155090,8062.95,42869,5886,0,39,4,0.376,5.32,0.038,Balanced
32,25192,1195.28,73092,13672,0,31,2,0.431,61.15,0.543,Balanced
60,22015,1399.26,322911,14508,4,35,1,0.237,230.77,0.659,Conservative
65,128154,4167.64,87373,94204,1,12,6,0.61,20.96,0.735,Balanced
40,219988,7318.51,387434,109306,3,6,8,0.601,52.94,0.497,Aggressive
23,48343,2854.6,276889,3281,4,26,1,0.291,97.0,0.068,Balanced
63,89306,4597.9,295320,128686,3,37,10,0.382,64.23,1.441,Balanced
67,25829,1689.06,114482,103258,0,32,10,0.215,67.78,3.998,Balanced
61,54381,3869.88,459512,95386,4,4,6,0.146,118.74,1.754,Conservative
60,131451,6173.83,184076,116294,4,3,1,0.436,29.82,0.885,Conservative
62,232153,13117.14,132924,143996,4,2,8,0.322,10.13,0.62,Conservative
38,38263,1994.09,267887,130363,1,20,6,0.375,134.34,3.407,Balanced
40,204332,15152.68,176905,91465,4,19,1,0.11,11.67,0.448,Conservative
60,194378,13073.48,59984,102543,3,39,9,0.193,4.59,0.528,Balanced
72,242283,17191.1,85426,57962,1,12,1,0.149,4.97,0.239,Conservative
33,78418,3201.33,356374,147736,3,36,9,0.51,111.32,1.884,Aggressive
64,241970,15625.0,312618,13633,4,28,3,0.225,20.01,0.056,Conservative
70,20148,832.8,359027,44337,4,9,8,0.504,431.11,2.201,Balanced
32,152826,5919.57,216312,4932,3,11,8,0.535,36.54,0.032,Aggressive
42,46745,3386.47,66202,16205,2,30,7,0.131,19.55,0.347,Balanced
53,92914,2792.2,415026,85470,4,2,2,0.639,148.64,0.92,Conservative
28,206905,15189.65,111327,51111,4,38,3,0.119,7.33,0.247,Balanced
68,171212,6164.97,411155,49541,1,38,5,0.568,66.69,0.289,Balanced
32,225979,15078.28,394970,70719,3,33,5,0.199,26.19,0.313,Balanced
21,80653,3372.35,4786,85787,4,7,2,0.498,1.42,1.064,Conservative
38,243607,11020.91,467261,133125,3,21,1,0.457,42.4,0.546,Balanced
30,212593,8312.68,332187,131060,1,12,5,0.531,39.96,0.616,Balanced
39,98315,5505.91,277636,103312,3,21,5,0.328,50.43,1.051,Balanced
36,51075,2304.56,62552,139431,3,23,3,0.459,27.14,2.73,Balanced
51,181769,10778.39,237634,112994,1,6,8,0.288,22.05,0.622,Balanced
31,205616,6144.59,141295,121004,4,14,6,0.641,23.0,0.588,Balanced
21,29795,956.93,356284,111441,3,32,2,0.615,372.32,3.74,Balanced
65,84555,2852.42,65683,34934,2,13,2,0.595,23.03,0.413,Conservative
70,203276,9832.57,146162,40874,4,27,4,0.42,14.87,0.201,Balanced
69,220826,14687.47,343818,64737,1,11,6,0.202,23.41,0.293,Balanced
63,215932,15088.21,45502,143533,0,32,9,0.162,3.02,0.665,Balanced
44,123107,4971.94,440495,109502,2,3,8,0.515,88.6,0.889,Balanced
46,71529,3969.28,222656,21566,4,2,8,0.334,56.09,0.302,Balanced
64,162744,10478.01,237765,45006,1,30,2,0.227,22.69,0.277,Conservative
45,205310,8706.11,143588,93052,2,2,4,0.491,16.49,0.453,Balanced
52,247650,11865.62,179755,58641,4,39,6,0.425,15.15,0.237,Balanced
25,187022,9946.23,398460,100949,0,29,6,0.362,40.06,0.54,Aggressive
33,31009,1096.12,483933,112849,4,22,10,0.576,441.5,3.639,Aggressive
59,198168,6015.89,110769,46064,0,25,6,0.636,18.41,0.232,Aggressive
53,170616,6171.23,496307,50368,0,19,8,0.566,80.42,0.295,Aggressive
47,206800,11973.19,361950,97005,3,16,8,0.305,30.23,0.469,Aggressive
35,49381,1606.9,440073,142263,1,17,7,0.61,273.86,2.881,Balanced
19,147769,5594.69,292883,99509,3,27,5,0.546,52.35,0.673,Balanced
66,176359,7874.72,228002,72239,0,19,6,0.464,28.95,0.41,Balanced
30,84610,2769.77,358645,82147,1,30,6,0.607,129.49,0.971,Balanced
21,88122,3344.48,406638,34904,1,14,3,0.545,121.58,0.396,Balanced
43,88184,6255.17,393800,110227,1,32,3,0.149,62.96,1.25,Conservative
42,191153,5744.38,314791,138030,2,23,7,0.639,54.8,0.722,Balanced
47,234709,13874.97,373963,82169,4,36,6,0.291,26.95,0.35,Balanced
28,196384,9187.91,61131,133344,0,10,5,0.439,6.65,0.679,Balanced
24,107228,6433.29,15873,87958,1,38,6,0.28,2.47,0.82,Conservative
48,92943,5218.6,5656,3018,2,29,6,0.326,1.08,0.032,Balanced
61,233862,9216.59,499214,83716,2,11,4,0.527,54.16,0.358,Balanced
27,100770,6852.07,170123,296,0,38,5,0.184,24.83,0.003,Aggressive
56,72726,3760.95,301107,14578,3,15,7,0.379,80.06,0.2,Balanced
30,173283,11586.78,111161,144626,2,32,1,0.198,9.59,0.835,Conservative
48,180552,8625.98,311949,21585,0,27,10,0.427,36.16,0.12,Aggressive
24,67780,5035.92,141225,34225,2,38,6,0.108,28.04,0.505,Aggressive
73,208210,13425.54,257264,134618,0,1,5,0.226,19.16,0.647,Conservative
66,241454,17732.23,482050,46622,1,14,6,0.119,27.18,0.193,Balanced
59,62503,3296.41,285712,105665,3,3,1,0.367,86.67,1.691,Conservative
59,77893,3963.0,166359,125188,2,30,4,0.389,41.98,1.607,Balanced
73,197265,12583.86,157245,134736,2,31,8,0.235,12.5,0.683,Balanced
53,81358,5655.47,147727,91701,2,1,4,0.166,26.12,1.127,Conservative
37,100857,7398.53,1070,82015,4,14,10,0.12,0.14,0.813,Conservative
21,229254,10096.8,368870,53084,4,36,8,0.471,36.53,0.232,Aggressive
71,140457,9238.41,82236,121600,1,36,8,0.211,8.9,0.866,Balanced
24,173189,6723.41,189064,6140,2,15,2,0.534,28.12,0.035,Balanced
71,210128,11383.09,143341,119612,3,38,6,0.35,12.59,0.569,Balanced
18,137928,5159.85,39421,22141,4,25,7,0.551,7.64,0.161,Aggressive
61,78706,3548.78,412791,21628,0,14,7,0.459,116.32,0.275,Balanced
73,221501,15915.72,352233,112398,0,24,1,0.138,22.13,0.507,Conservative
62,160548,5757.65,10801,63747,0,2,4,0.57,1.88,0.397,Conservative
59,102806,5978.34,202615,83525,1,34,7,0.302,33.89,0.812,Balanced
64,75006,4226.12,387442,65198,2,23,6,0.324,91.68,0.869,Balanced
30,107238,3721.21,234745,125627,2,8,3,0.584,63.08,1.171,Conservative
72,220990,9747.29,186573,44770,4,5,10,0.471,19.14,0.203,Balanced
39,214227,11776.06,442075,139009,0,29,10,0.34,37.54,0.649,Aggressive
71,218393,8243.39,317763,45618,1,33,1,0.547,38.55,0.209,Balanced
38,65798,4333.58,69691,104820,3,20,5,0.21,16.08,1.593,Balanced
39,97271,7171.19,16847,53103,2,16,8,0.115,2.35,0.546,Balanced
45,50177,1957.4,121859,6493,2,37,3,0.532,62.26,0.129,Balanced
26,247320,9332.24,22553,98038,1,37,5,0.547,2.42,0.396,Balanced
43,148022,7403.74,321700,25957,4,24,9,0.4,43.45,0.175,Aggressive
26,150156,9525.78,461744,135189,1,29,8,0.239,48.47,0.9,Aggressive
32,102215,4300.53,59188,99057,4,35,9,0.495,13.76,0.969,Aggressive
27,63013,1895.29,389489,12501,2,9,5,0.639,205.5,0.198,Aggressive
41,102600,5537.59,321094,132260,4,22,3,0.352,57.98,1.289,Balanced
74,116099,8476.49,126885,56639,4,20,9,0.124,14.97,0.488,Balanced
59,73450,3459.51,406020,66332,4,4,4,0.435,117.36,0.903,Conservative
25,249700,12091.18,105316,70681,4,36,1,0.419,8.71,0.283,Balanced
41,199000,14641.36,31903,102475,0,12,2,0.117,2.18,0.515,Conservative
33,142640,8701.45,376191,67050,0,23,8,0.268,43.23,0.47,Aggressive
66,112403,6983.45,369722,15451,0,39,2,0.254,52.94,0.137,Conservative
43,196454,10796.56,365298,103240,0,8,6,0.341,33.83,0.526,Balanced
44,119290,8807.93,76918,52086,1,10,5,0.114,8.73,0.437,Balanced
54,236110,14341.25,431140,48393,3,23,9,0.271,30.06,0.205,Aggressive
21,151832,10656.94,322568,124463,4,29,8,0.158,30.27,0.82,Aggressive
67,44142,2702.44,128891,76969,1,32,1,0.265,47.69,1.744,Conservative
41,130189,8183.61,467763,1369,0,14,3,0.246,57.16,0.011,Balanced
36,127532,5417.2,217807,14068,4,16,5,0.49,40.21,0.11,Aggressive
53,168362,7252.38,152750,124131,3,39,8,0.483,21.06,0.737,Balanced
56,222107,14448.83,149393,8116,4,17,7,0.219,10.34,0.037,Balanced
27,151436,6476.27,475667,43453,2,20,2,0.487,73.45,0.287,Aggressive
42,76921,4227.6,1214,136436,2,12,7,0.34,0.29,1.774,Conservative
35,39797,1615.57,244965,77622,1,9,5,0.513,151.63,1.95,Balanced
36,52535,3499.45,468483,76925,3,8,6,0.201,133.87,1.464,Conservative
53,66300,2269.54,344972,147927,1,37,8,0.589,152.0,2.231,Aggressive
27,67176,4513.08,245039,92920,4,21,5,0.194,54.3,1.383,Balanced
50,36105,2050.47,129696,132183,3,32,9,0.318,63.25,3.661,Balanced
72,159011,6000.02,114812,58251,1,37,1,0.547,19.14,0.366,Balanced
67,99472,5372.48,73382,142480,4,18,5,0.352,13.66,1.432,Conservative
22,193101,8132.36,368986,83274,0,29,1,0.495,45.37,0.431,Balanced
64,166935,7343.85,155696,106181,4,7,1,0.472,21.2,0.636,Conservative
66,98097,4441.67,483300,77674,1,37,1,0.457,108.81,0.792,Conservative
52,161519,5179.72,87451,76963,3,6,5,0.615,16.88,0.476,Balanced
61,116160,8637.26,280155,67925,3,20,9,0.108,32.44,0.585,Balanced
51,66940,2049.17,55088,15360,0,9,2,0.633,26.88,0.229,Balanced
50,229019,13633.75,238774,102379,1,9,6,0.286,17.51,0.447,Balanced
72,105001,4849.08,78067,130167,0,8,5,0.446,16.1,1.24,Conservative
38,170714,10033.8,142787,147919,2,17,7,0.295,14.23,0.866,Balanced
34,247870,11276.77,143423,126818,4,24,7,0.454,12.72,0.512,Aggressive
39,246971,14829.84,165122,47565,2,23,3,0.279,11.13,0.193,Balanced
65,218715,13689.36,235176,17456,2,33,6,0.249,17.18,0.08,Balanced
54,27928,1698.5,117367,70982,0,22,3,0.27,69.1,2.542,Conservative
32,68002,2338.58,318602,99242,0,22,2,0.587,136.24,1.459,Balanced
52,104853,6215.09,394894,80239,4,27,5,0.289,63.54,0.765,Conservative
45,134614,5653.71,199514,39959,0,2,4,0.496,35.29,0.297,Balanced
24,137517,4192.44,440030,15058,0,31,4,0.634,104.96,0.109,Aggressive
49,176089,8483.92,85227,52672,0,13,4,0.422,10.05,0.299,Balanced
28,99064,4857.84,373400,78391,0,2,8,0.412,76.87,0.791,Balanced
27,139694,7065.56,478400,56849,0,7,1,0.393,67.71,0.407,Balanced
26,164385,10104.93,293790,98563,2,11,3,0.262,29.07,0.6,Balanced
31,152631,6612.28,68760,67192,2,26,9,0.48,10.4,0.44,Aggressive
30,70893,3092.14,166875,94391,4,21,3,0.477,53.97,1.331,Balanced
74,35167,1123.3,469392,109615,3,15,1,0.617,417.87,3.117,Conservative
42,231951,14066.89,185585,104594,4,16,5,0.272,13.19,0.451,Balanced
19,58598,3234.14,481936,73509,1,9,4,0.338,149.02,1.254,Balanced
52,158595,7165.64,483492,148047,4,21,10,0.458,67.47,0.933,Balanced
24,69777,4290.44,85566,120555,4,6,8,0.262,19.94,1.728,Balanced
38,179511,9656.9,220070,42392,0,1,9,0.354,22.79,0.236,Aggressive
35,136378,6910.78,394917,13305,0,31,10,0.392,57.15,0.098,Aggressive
20,101060,5316.0,76047,76215,0,5,5,0.369,14.31,0.754,Balanced
59,33285,1941.6,232765,228,3,37,1,0.3,119.88,0.007,Conservative
71,162045,9628.19,246904,81179,0,26,4,0.287,25.64,0.501,Balanced
56,142970,6063.44,260208,107864,1,1,3,0.491,42.91,0.754,Conservative
58,42694,1520.65,469803,83544,2,1,6,0.573,308.95,1.957,Conservative
66,186846,6791.05,55603,3979,1,29,2,0.564,8.19,0.021,Balanced
28,155374,9085.04,217714,46343,3,22,5,0.298,23.96,0.298,Aggressive
56,173463,11999.02,406380,739,0,38,8,0.17,33.87,0.004,Aggressive
41,24611,1179.73,376652,37817,4,19,5,0.425,319.27,1.537,Balanced
63,29372,1084.89,463572,121124,2,28,5,0.557,427.3,4.124,Balanced
36,175384,11197.27,331268,38154,3,5,8,0.234,29.58,0.218,Aggressive
21,165152,11118.43,41956,37339,1,21,5,0.192,3.77,0.226,Aggressive
43,100618,6995.64,271308,113591,0,22,4,0.166,38.78,1.129,Balanced
55,132945,7575.18,108884,137666,3,20,10,0.316,14.37,1.036,Balanced
59,128397,8810.18,446250,13185,3,12,9,0.177,50.65,0.103,Balanced
49,116213,3471.65,106729,124914,4,6,2,0.642,30.74,1.075,Conservative
56,40874,1393.05,329340,143644,4,29,1,0.591,236.42,3.514,Conservative
62,213609,7136.62,142286,105784,4,35,4,0.599,19.94,0.495,Balanced
63,224986,13910.37,266956,148641,1,11,10,0.258,19.19,0.661,Balanced
53,152669,4939.73,107191,69753,4,33,3,0.612,21.7,0.457,Balanced
57,31600,1640.57,117436,148591,3,25,9,0.377,71.58,4.702,Balanced
54,154819,7869.82,414561,31953,3,14,3,0.39,52.68,0.206,Balanced
50,99415,4315.33,478402,19804,3,29,3,0.479,110.86,0.199,Balanced
53,229625,15857.96,182275,76286,2,13,10,0.171,11.49,0.332,Balanced
20,175887,6503.98,35715,17275,2,15,7,0.556,5.49,0.098,Aggressive
26,235572,10676.41,350208,62068,1,8,2,0.456,32.8,0.263,Balanced
25,114348,7392.54,228417,63344,4,33,8,0.224,30.9,0.554,Aggressive
50,125736,3842.62,103113,78284,3,11,6,0.633,26.83,0.623,Balanced
23,44714,2683.3,122684,122750,4,15,9,0.28,45.72,2.745,Balanced
58,169962,11316.9,172650,32601,3,21,8,0.201,15.26,0.192,Aggressive
56,212581,15283.64,36764,52705,2,36,4,0.137,2.41,0.248,Conservative
21,212896,14760.14,166056,55221,3,6,8,0.168,11.25,0.259,Aggressive
30,155797,6824.7,355639,44617,1,25,4,0.474,52.11,0.286,Aggressive
66,194277,10887.61,349501,58315,0,1,5,0.327,32.1,0.3,Balanced
19,171756,5618.02,380246,128240,3,33,10,0.607,67.68,0.747,Aggressive
22,242933,9956.78,245608,15317,1,39,7,0.508,24.67,0.063,Aggressive
61,208983,6997.84,100476,56109,2,32,6,0.598,14.36,0.268,Balanced
44,249150,10866.12,173734,41239,2,2,5,0.477,15.99,0.166,Balanced
49,131573,9115.3,460707,18082,0,25,2,0.169,50.54,0.137,Balanced
38,33092,1491.74,473283,62520,4,33,5,0.459,317.27,1.889,Balanced
25,115918,6366.25,351109,142151,4,38,10,0.341,55.15,1.226,Aggressive
55,190842,9356.97,229245,2884,3,11,7,0.412,24.5,0.015,Balanced
25,45457,2281.96,377288,67787,2,19,6,0.398,165.34,1.491,Balanced
67,91667,6747.18,40294,149812,1,25,6,0.117,5.97,1.634,Conservative
20,110751,4733.54,29737,114297,0,28,5,0.487,6.28,1.032,Aggressive
71,82894,4801.14,114242,12815,4,10,9,0.305,23.79,0.155,Aggressive
61,81305,3936.75,327938,65177,3,31,1,0.419,83.3,0.802,Conservative
20,163684,5232.85,495998,52566,3,16,4,0.616,94.79,0.321,Aggressive
39,229699,11851.17,199579,41968,2,18,7,0.381,16.84,0.183,Aggressive
23,188161,12502.34,394083,78440,1,22,1,0.203,31.52,0.417,Balanced
19,246367,8300.8,13917,54860,1,35,4,0.596,1.68,0.223,Balanced
40,72137,2334.09,52828,130134,4,12,6,0.612,22.63,1.804,Balanced
61,20559,744.4,462626,18462,3,28,10,0.566,621.47,0.898,Balanced
19,86249,5537.33,138345,132410,2,9,8,0.23,24.98,1.535,Balanced
55,57361,3576.45,407921,143854,1,30,7,0.252,114.06,2.508,Balanced
34,100720,5545.98,102616,85609,3,18,9,0.339,18.5,0.85,Aggressive
52,35261,1785.16,55943,6614,1,24,7,0.392,31.34,0.188,Aggressive
51,40372,2821.26,481621,131813,0,19,3,0.161,170.71,3.265,Conservative
40,75355,4845.85,215689,66269,1,14,10,0.228,44.51,0.879,Balanced
47,248748,16512.06,447779,13944,1,2,4,0.203,27.12,0.056,Conservative
69,118560,7877.27,47619,1806,3,11,3,0.203,6.05,0.015,Conservative
25,208992,12252.06,296312,144357,1,26,9,0.297,24.18,0.691,Aggressive
39,183616,9210.0,213684,108874,1,8,8,0.398,23.2,0.593,Aggressive
61,20037,1378.5,3270,76993,0,3,10,0.174,2.37,3.843,Conservative
53,194104,13899.53,194109,40126,1,15,9,0.141,13.97,0.207,Aggressive
22,229305,6938.26,175880,80123,1,13,10,0.637,25.35,0.349,Aggressive
30,61420,1936.55,300592,136929,3,16,10,0.622,155.22,2.229,Aggressive
46,117243,8571.53,114112,33792,2,22,2,0.123,13.31,0.288,Balanced
48,242624,10158.63,443818,107978,0,33,5,0.498,43.69,0.445,Balanced
64,149380,10336.51,236555,87684,1,2,5,0.17,22.89,0.587,Conservative
74,54600,2565.46,135178,54361,2,29,7,0.436,52.69,0.996,Balanced
72,199357,6902.82,80714,36322,3,34,4,0.584,11.69,0.182,Balanced
33,213080,7000.46,260990,142980,0,16,4,0.606,37.28,0.671,Balanced
59,109520,3979.95,120226,64627,3,14,8,0.564,30.21,0.59,Aggressive
47,25167,1022.29,295669,92228,2,39,1,0.513,289.22,3.665,Conservative
74,20432,1053.41,50873,70102,0,5,6,0.381,48.29,3.431,Conservative
72,89687,5499.49,277032,59883,1,18,9,0.264,50.37,0.668,Balanced
33,91947,6838.71,345214,96555,2,26,2,0.107,50.48,1.05,Conservative
29,116324,5746.68,371458,130191,3,10,5,0.407,64.64,1.119,Balanced
34,70903,3751.96,293564,79558,0,6,10,0.365,78.24,1.122,Aggressive
33,243231,12911.48,428909,109461,2,14,10,0.363,33.22,0.45,Aggressive
29,205221,11059.51,260462,39662,2,2,9,0.353,23.55,0.193,Aggressive
25,238712,12627.02,146583,27030,3,27,4,0.365,11.61,0.113,Aggressive
37,207840,6145.59,360527,39850,3,9,9,0.645,58.66,0.192,Aggressive
20,211256,6178.33,424970,129603,1,13,8,0.649,68.78,0.613,Aggressive
33,85792,2886.3,58766,124825,1,21,9,0.596,20.36,1.455,Aggressive
47,53439,1807.38,118347,85288,2,2,2,0.594,65.48,1.596,Conservative
62,184329,11331.52,492417,35397,3,3,10,0.262,43.46,0.192,Balanced
40,195746,7547.7,273750,56094,2,13,5,0.537,36.27,0.287,Aggressive
45,71248,4999.79,22286,90640,4,21,10,0.158,4.46,1.272,Balanced
68,234674,16832.65,450568,137733,3,33,9,0.139,26.77,0.587,Balanced
57,196443,14516.18,279588,61378,4,20,5,0.113,19.26,0.312,Balanced
71,249354,18005.33,336561,25943,4,36,4,0.134,18.69,0.104,Balanced
22,219068,9119.41,172736,34487,3,18,8,0.5,18.94,0.157,Aggressive
37,188369,9895.29,208315,74769,1,25,6,0.37,21.05,0.397,Aggressive
57,205345,7640.55,422431,69023,2,38,2,0.553,55.29,0.336,Balanced
73,212328,14038.69,185823,71380,0,25,8,0.207,13.24,0.336,Balanced
61,54743,3825.79,462623,11416,0,38,5,0.161,120.92,0.209,Balanced
18,219824,14988.5,458222,22859,3,15,7,0.182,30.57,0.104,Balanced
74,99803,4893.27,359539,87789,1,17,4,0.412,73.48,0.88,Balanced
47,95117,6081.71,429525,104766,1,36,9,0.233,70.63,1.101,Balanced
38,221123,7438.37,269488,18184,1,29,2,0.596,36.23,0.082,Balanced
37,42076,1304.83,239773,27846,0,33,10,0.628,183.76,0.662,Aggressive
23,226384,14418.4,481034,42771,4,32,9,0.236,33.36,0.189,Aggressive
39,107483,5230.35,312508,86995,0,8,4,0.416,59.75,0.809,Balanced
35,154035,11521.2,495476,146570,1,13,6,0.102,43.01,0.952,Balanced
25,139217,4681.05,207984,69798,0,17,5,0.597,44.43,0.501,Aggressive
56,223394,15276.34,220439,32914,0,21,3,0.179,14.43,0.147,Balanced
49,164938,8439.2,430890,129962,2,14,7,0.386,51.06,0.788,Balanced
50,124504,8351.44,308577,45500,3,25,4,0.195,36.95,0.365,Balanced
70,183377,12216.27,13644,38215,4,24,1,0.201,1.12,0.208,Conservative
33,213475,15188.67,270293,64320,2,33,8,0.146,17.8,0.301,Aggressive
29,233968,10018.07,430361,109159,3,8,3,0.486,42.96,0.467,Balanced
55,125649,9134.57,184246,29924,1,28,6,0.128,20.17,0.238,Balanced
69,146244,5282.05,366599,63113,2,19,2,0.567,69.4,0.432,Conservative
51,52813,1738.79,13318,318,3,11,9,0.605,7.66,0.006,Aggressive
31,86729,4245.3,262144,77859,2,10,4,0.413,61.75,0.898,Balanced
53,211758,14215.63,37380,136821,0,1,7,0.194,2.63,0.646,Conservative
50,24512,1246.81,322753,98558,0,5,9,0.39,258.86,4.021,Balanced
40,173738,11670.96,491025,140600,2,16,3,0.194,42.07,0.809,Conservative
67,167702,10499.93,168905,21441,2,20,3,0.249,16.09,0.128,Conservative
62,137907,5346.03,316702,139598,4,20,3,0.535,59.24,1.012,Conservative
19,225591,16390.78,448291,1044,1,28,5,0.128,27.35,0.005,Aggressive
58,151708,4847.45,418846,78301,0,5,10,0.617,86.41,0.516,Aggressive
38,154847,10891.6,158288,149247,2,3,6,0.156,14.53,0.964,Conservative
19,219029,9444.6,234853,961,3,30,3,0.483,24.87,0.004,Balanced
44,84591,4406.36,293941,105820,1,23,10,0.375,66.71,1.251,Aggressive
74,229633,11142.82,281706,16973,3,34,9,0.418,25.28,0.074,Aggressive
26,225888,8367.44,29992,43393,1,28,1,0.555,3.58,0.192,Balanced
18,31351,1429.03,238651,101293,3,1,7,0.453,167.0,3.231,Balanced
28,135400,5146.49,87361,38433,0,27,9,0.544,16.97,0.284,Aggressive
20,140533,5412.13,188053,70077,2,34,5,0.538,34.75,0.499,Aggressive
69,123627,4665.7,207296,18344,2,31,3,0.547,44.43,0.148,Balanced
40,206256,10638.68,197949,139918,4,32,10,0.381,18.61,0.678,Aggressive
43,148381,9754.35,404283,107851,2,7,4,0.211,41.45,0.727,Balanced
21,115707,6392.17,299450,70565,0,38,8,0.337,46.85,0.61,Aggressive
35,220252,15440.83,362752,58802,1,34,3,0.159,23.49,0.267,Balanced
72,101678,5932.06,74957,16272,1,4,5,0.3,12.64,0.16,Conservative
23,93309,5669.59,70385,89306,2,19,3,0.271,12.41,0.957,Conservative
52,245074,14646.93,75691,126162,3,22,6,0.283,5.17,0.515,Balanced
39,30778,1531.73,48174,13104,2,29,1,0.403,31.45,0.426,Balanced
60,163573,9938.92,80915,146927,1,34,7,0.271,8.14,0.898,Conservative
32,132713,4294.81,464198,121063,4,34,6,0.612,108.08,0.912,Balanced
39,153180,10504.55,305771,66455,1,3,6,0.177,29.11,0.434,Balanced
54,245977,15943.34,417218,42706,3,21,3,0.222,26.17,0.174,Conservative
69,56382,2278.19,357673,34526,3,38,1,0.515,157.0,0.612,Conservative
59,242426,15604.51,203765,140435,4,21,1,0.228,13.06,0.579,Conservative
29,95787,2849.29,245865,49511,3,17,7,0.643,86.29,0.517,Aggressive
64,43341,1695.66,182296,56738,2,29,4,0.531,107.51,1.309,Balanced
66,228286,7339.88,472518,79791,2,33,6,0.614,64.38,0.35,Balanced
59,165439,10741.47,399956,1440,1,39,4,0.221,37.23,0.009,Balanced
55,139967,8931.42,480602,109415,0,26,8,0.234,53.81,0.782,Balanced
35,246280,16367.35,108389,120360,2,7,9,0.203,6.62,0.489,Aggressive
62,151066,4437.12,311188,555,2,9,2,0.648,70.13,0.004,Conservative
52,220940,11519.77,410356,107729,4,18,1,0.374,35.62,0.488,Conservative
47,163074,10024.43,33395,77648,2,1,1,0.262,3.33,0.476,Conservative
41,105820,3840.13,370522,126919,1,11,7,0.565,96.49,1.199,Balanced
59,79949,4712.89,358031,1535,4,22,2,0.293,75.97,0.019,Conservative
47,166772,5507.1,274564,146003,2,32,3,0.604,49.86,0.875,Conservative
31,230377,8633.94,211500,119773,1,10,4,0.55,24.5,0.52,Aggressive
23,82543,4207.55,80953,44262,4,27,9,0.388,19.24,0.536,Aggressive
20,180390,10664.97,162215,91021,0,12,10,0.291,15.21,0.505,Aggressive
33,240931,8637.94,291871,24587,1,30,2,0.57,33.79,0.102,Balanced
24,47610,1792.81,285895,99283,2,10,10,0.548,159.47,2.085,Aggressive
69,223571,8615.78,286882,45543,4,12,2,0.538,33.3,0.204,Conservative
31,224446,9001.88,60544,89177,0,38,1,0.519,6.73,0.397,Balanced
26,85226,3370.72,159295,70680,1,21,8,0.525,47.26,0.829,Aggressive
32,65167,3080.94,297617,119321,0,27,8,0.433,96.6,1.831,Aggressive
38,228851,13532.42,94792,132760,1,6,5,0.29,7.0,0.58,Balanced
52,179011,8815.06,140085,113624,2,38,3,0.409,15.89,0.635,Conservative
19,212437,13751.5,437032,83515,1,8,1,0.223,31.78,0.393,Balanced
44,87381,5429.26,161797,31803,2,37,2,0.254,29.8,0.364,Balanced
19,66710,2332.57,398095,147226,1,6,9,0.58,170.67,2.207,Aggressive
52,36766,1154.65,106871,117930,4,34,8,0.623,92.56,3.208,Balanced
35,122416,8496.36,142877,23998,1,22,10,0.167,16.82,0.196,Aggressive
31,32780,1076.02,32222,129944,1,29,4,0.606,29.95,3.964,Balanced
37,68458,2462.13,256369,5786,3,9,3,0.568,104.12,0.085,Balanced
35,76221,2300.43,78184,59059,3,21,5,0.638,33.99,0.775,Balanced
27,21509,1246.78,55929,94450,1,32,8,0.304,44.86,4.391,Aggressive
42,109493,6116.13,78937,73984,3,8,10,0.33,12.91,0.676,Balanced
19,185418,13795.05,470140,27139,2,10,6,0.107,34.08,0.146,Aggressive
42,233871,16328.34,227207,27993,3,23,10,0.162,13.91,0.12,Aggressive
71,136850,6568.39,174048,42048,1,20,4,0.424,26.5,0.307,Balanced
50,197946,9144.65,175825,143995,0,13,8,0.446,19.23,0.727,Balanced
53,177220,7580.12,414424,144156,0,22,4,0.487,54.67,0.813,Balanced
48,51533,1863.02,375065,83096,1,15,5,0.566,201.32,1.612,Balanced
31,128144,4548.54,196535,19481,1,31,2,0.574,43.21,0.152,Balanced
18,142402,5016.78,290265,97552,0,32,10,0.577,57.86,0.685,Aggressive
63,98467,3386.96,423717,11422,4,13,4,0.587,125.1,0.116,Balanced
33,21359,858.42,491823,67260,3,25,10,0.518,572.94,3.149,Aggressive
71,139119,6013.04,276864,68164,4,21,10,0.481,46.04,0.49,Aggressive
63,241140,17660.86,352874,55296,2,4,3,0.121,19.98,0.229,Conservative
69,211385,11769.92,327766,27875,0,15,8,0.332,27.85,0.132,Aggressive
20,40344,3002.86,82257,17734,0,21,8,0.107,27.39,0.44,Aggressive
52,138499,6403.93,105885,51700,4,8,7,0.445,16.53,0.373,Balanced
58,89778,4501.58,330551,13786,2,31,6,0.398,73.43,0.154,Aggressive
23,40601,1788.2,431500,124258,4,10,9,0.471,241.3,3.06,Aggressive
42,170188,6390.39,170642,54395,2,21,4,0.549,26.7,0.32,Aggressive
30,208057,7433.54,39650,115665,1,17,4,0.571,5.33,0.556,Balanced
70,121013,8771.36,242483,87463,1,5,6,0.13,27.64,0.723,Conservative
51,50782,3777.95,323906,64763,0,13,1,0.107,85.74,1.275,Conservative
25,131095,4093.44,110256,87773,1,21,2,0.625,26.93,0.67,Balanced
38,200891,7243.63,482088,102076,4,12,2,0.567,66.55,0.508,Balanced
51,235488,11439.58,449260,35301,2,25,10,0.417,39.27,0.15,Aggressive
21,220107,8299.56,27661,116582,0,28,4,0.548,3.33,0.53,Aggressive
42,117123,5369.45,152752,59724,1,2,5,0.45,28.45,0.51,Balanced
32,64458,2261.42,212973,58976,0,21,2,0.579,94.18,0.915,Balanced
